ISOAlpha3,Country,Sex,Year,Prevalence BMI ≥25 kg/m² (overweight and obesity),Prevalence of BMI >=40 kg/m²(morbid obesity),Prevalence of BMI>=30 kg/m² (obesity),Prevalence of BMI>=35 kg/m² (severe obesity)
NIC,Nicaragua,Women,2006,0.573714024,0.022671115,0.243410056,0.079357478
NIC,Nicaragua,Women,2007,0.579540488,0.023951893,0.248890568,0.082601503
NIC,Nicaragua,Women,2008,0.585324661,0.025284991,0.254427899,0.085934524
NIC,Nicaragua,Women,2009,0.591068313,0.026675371,0.260024438,0.089354767
NIC,Nicaragua,Women,2010,0.596762305,0.028123255,0.265668234,0.092865900
NIC,Nicaragua,Women,2011,0.602426449,0.029635597,0.271370408,0.096472678
NIC,Nicaragua,Women,2012,0.608056371,0.031209615,0.277135103,0.100175264
NIC,Nicaragua,Women,2013,0.613672686,0.032851080,0.282968089,0.103982810
NIC,Nicaragua,Women,2014,0.619256253,0.034562819,0.288860023,0.107893404
NIC,Nicaragua,Women,2015,0.624785417,0.036343222,0.294810544,0.111908476
NIC,Nicaragua,Women,2016,0.630265720,0.038197147,0.300826353,0.116028853
PAN,Panama,Women,2000,0.538164550,0.014305274,0.199361394,0.054232000
PAN,Panama,Women,2001,0.545378588,0.015339207,0.205190915,0.057111144
PAN,Panama,Women,2002,0.552234016,0.016395065,0.210883783,0.059995465
PAN,Panama,Women,2003,0.558758224,0.017476047,0.216450564,0.062889250
PAN,Panama,Women,2004,0.565004203,0.018585567,0.221908027,0.065802508
PAN,Panama,Women,2005,0.571011042,0.019722073,0.227268480,0.068733122
PAN,Panama,Women,2006,0.576804870,0.020894042,0.232581954,0.071704970
PAN,Panama,Women,2007,0.582429011,0.022103270,0.237852360,0.074718251
PAN,Panama,Women,2008,0.587912740,0.023356834,0.243112926,0.077786986
PAN,Panama,Women,2009,0.593283730,0.024661317,0.248363606,0.080912785
PAN,Panama,Women,2010,0.598601022,0.026020273,0.253655183,0.084114482
PAN,Panama,Women,2011,0.603897496,0.027443332,0.259025638,0.087415637
PAN,Panama,Women,2012,0.609180998,0.028928661,0.264474578,0.090815749
PAN,Panama,Women,2013,0.614434695,0.030479007,0.269990292,0.094320125
PAN,Panama,Women,2014,0.619653403,0.032102355,0.275564123,0.097928194
PAN,Panama,Women,2015,0.624835343,0.033791124,0.281197388,0.101642850
PAN,Panama,Women,2016,0.629972189,0.035557009,0.286891407,0.105459086
SLV,El Salvador,Women,2000,0.536165415,0.010441658,0.204730992,0.052009315
SLV,El Salvador,Women,2001,0.544130794,0.011289509,0.211077197,0.054945140
SLV,El Salvador,Women,2002,0.551769944,0.012166504,0.217310600,0.057906281
SLV,El Salvador,Women,2003,0.559105281,0.013072069,0.223436569,0.060894095
SLV,El Salvador,Women,2004,0.566189557,0.014011003,0.229466268,0.063915683
SLV,El Salvador,Women,2005,0.573032633,0.014982902,0.235414604,0.066969104
SLV,El Salvador,Women,2006,0.579669273,0.015992740,0.241325476,0.070070378
SLV,El Salvador,Women,2007,0.586109969,0.017039505,0.247185953,0.073220094
SLV,El Salvador,Women,2008,0.592394570,0.018128511,0.253028911,0.076432390
SLV,El Salvador,Women,2009,0.598574952,0.019268495,0.258870313,0.079715387
SLV,El Salvador,Women,2010,0.604647735,0.020457817,0.264723796,0.083067239
SLV,El Salvador,Women,2011,0.610615309,0.021700537,0.270591630,0.086494118
SLV,El Salvador,Women,2012,0.616496006,0.022999749,0.276484364,0.090007157
SLV,El Salvador,Women,2013,0.622289451,0.024359025,0.282398981,0.093607719
SLV,El Salvador,Women,2014,0.628003819,0.025783834,0.288333646,0.097295388
SLV,El Salvador,Women,2015,0.633641222,0.027274058,0.294289090,0.101074576
SLV,El Salvador,Women,2016,0.639180846,0.028829064,0.300256680,0.104939617
ARG,Argentina,Women,2000,0.543970818,0.017854202,0.230745700,0.078013197
ARG,Argentina,Women,2001,0.548169886,0.018673835,0.234839677,0.080460728
ARG,Argentina,Women,2002,0.552348041,0.019516447,0.238983975,0.082962503
ARG,Argentina,Women,2003,0.556528627,0.020382379,0.243173122,0.085521211
ARG,Argentina,Women,2004,0.560708019,0.021274035,0.247402360,0.088134426
ARG,Argentina,Women,2005,0.564885962,0.022190706,0.251674773,0.090802180
ARG,Argentina,Women,2006,0.569056243,0.023135622,0.256019682,0.093543339
ARG,Argentina,Women,2007,0.573224976,0.024111464,0.260405075,0.096347312
ARG,Argentina,Women,2008,0.577380633,0.025118806,0.264821084,0.099204999
ARG,Argentina,Women,2009,0.581514779,0.026159937,0.269271703,0.102121375
ARG,Argentina,Women,2010,0.585627707,0.027234820,0.273745843,0.105098086
ARG,Argentina,Women,2011,0.589731069,0.028344621,0.278263290,0.108135212
ARG,Argentina,Women,2012,0.593825277,0.029490293,0.282808956,0.111230455
ARG,Argentina,Women,2013,0.597908090,0.030675741,0.287393832,0.114388638
ARG,Argentina,Women,2014,0.601983667,0.031900542,0.292012663,0.117612726
ARG,Argentina,Women,2015,0.606045730,0.033169073,0.296666003,0.120903171
ARG,Argentina,Women,2016,0.610079608,0.034489732,0.301351528,0.124260773
BRA,Brazil,Women,2000,0.484604506,0.011416555,0.185143318,0.055358830
BRA,Brazil,Women,2001,0.490776398,0.012156630,0.190200463,0.057938345
BRA,Brazil,Women,2002,0.496733298,0.012909666,0.195176554,0.060524791
BRA,Brazil,Women,2003,0.502506770,0.013677338,0.200090894,0.063125017
BRA,Brazil,Women,2004,0.508153694,0.014464414,0.204962936,0.065753179
BRA,Brazil,Women,2005,0.513697833,0.015271074,0.209801085,0.068410665
BRA,Brazil,Women,2006,0.519139033,0.016099456,0.214636637,0.071106499
BRA,Brazil,Women,2007,0.524515507,0.016952026,0.219465686,0.073848259
BRA,Brazil,Women,2008,0.529820238,0.017828298,0.224293258,0.076637080
BRA,Brazil,Women,2009,0.535081795,0.018737116,0.229146613,0.079488283
BRA,Brazil,Women,2010,0.540309395,0.019680325,0.234030611,0.082404676
BRA,Brazil,Women,2011,0.545526496,0.020658507,0.238978675,0.085398554
BRA,Brazil,Women,2012,0.550717065,0.021669946,0.243964082,0.088456221
BRA,Brazil,Women,2013,0.555876755,0.022719487,0.249003851,0.091583546
BRA,Brazil,Women,2014,0.561021373,0.023811712,0.254088484,0.094783891
BRA,Brazil,Women,2015,0.566129477,0.024947930,0.259208470,0.098065068
BRA,Brazil,Women,2016,0.571176104,0.026123432,0.264350718,0.101411348
CHL,Chile,Women,2000,0.561932643,0.021850422,0.247335097,0.080104066
CHL,Chile,Women,2001,0.566547815,0.022843687,0.251833236,0.082761298
CHL,Chile,Women,2002,0.571113398,0.023858858,0.256353884,0.085464669
CHL,Chile,Women,2003,0.575637379,0.024901121,0.260905984,0.088226271
CHL,Chile,Women,2004,0.580124952,0.025974316,0.265471487,0.091040172
CHL,Chile,Women,2005,0.584554153,0.027072145,0.270041380,0.093900790
CHL,Chile,Women,2006,0.588929112,0.028198692,0.274640910,0.096812638
CHL,Chile,Women,2007,0.593268949,0.029352010,0.279247133,0.099774863
CHL,Chile,Women,2008,0.597562164,0.030533961,0.283864123,0.102787970
CHL,Chile,Women,2009,0.601814764,0.031744580,0.288497833,0.105855786
CHL,Chile,Women,2010,0.606022445,0.032986789,0.293134957,0.108976433
CHL,Chile,Women,2011,0.610185826,0.034259322,0.297784299,0.112148755
CHL,Chile,Women,2012,0.614299862,0.035565484,0.302449263,0.115382991
CHL,Chile,Women,2013,0.618383560,0.036910584,0.307131350,0.118671687
CHL,Chile,Women,2014,0.622434378,0.038291452,0.311817516,0.122007565
CHL,Chile,Women,2015,0.626448375,0.039718910,0.316531063,0.125420145
CHL,Chile,Women,2016,0.630425161,0.041190567,0.321262250,0.128897177
PRY,Paraguay,Women,2000,0.445868840,0.010918021,0.157346956,0.045134725
PRY,Paraguay,Women,2001,0.453046194,0.011742213,0.162646821,0.047690786
PRY,Paraguay,Women,2002,0.460083140,0.012601335,0.167952429,0.050305362
PRY,Paraguay,Women,2003,0.467008010,0.013493478,0.173276841,0.052984008
PRY,Paraguay,Women,2004,0.473830811,0.014421444,0.178623710,0.055727717
PRY,Paraguay,Women,2005,0.480565216,0.015385680,0.183991218,0.058542743
PRY,Paraguay,Women,2006,0.487129165,0.016380776,0.189336714,0.061410460
PRY,Paraguay,Women,2007,0.493560294,0.017407919,0.194659217,0.064331224
PRY,Paraguay,Women,2008,0.499859152,0.018470641,0.199963439,0.067307046
PRY,Paraguay,Women,2009,0.506061065,0.019571964,0.205275340,0.070346443
PRY,Paraguay,Women,2010,0.512183942,0.020715128,0.210603406,0.073457177
PRY,Paraguay,Women,2011,0.518282665,0.021907269,0.215990230,0.076658973
PRY,Paraguay,Women,2012,0.524336768,0.023149373,0.221424263,0.079950105
PRY,Paraguay,Women,2013,0.530374347,0.024443854,0.226932163,0.083336142
PRY,Paraguay,Women,2014,0.536407190,0.025791354,0.232511509,0.086814249
PRY,Paraguay,Women,2015,0.542418428,0.027202480,0.238164605,0.090399788
PRY,Paraguay,Women,2016,0.548425465,0.028676079,0.243914243,0.094095869
URY,Uruguay,Women,2000,0.559030644,0.027191661,0.247035511,0.088535350
URY,Uruguay,Women,2001,0.563401399,0.028288380,0.251347188,0.091226115
URY,Uruguay,Women,2002,0.567735083,0.029401047,0.255669966,0.093943606
URY,Uruguay,Women,2003,0.572036026,0.030533333,0.260007629,0.096696812
URY,Uruguay,Women,2004,0.576321456,0.031687372,0.264350970,0.099488668
URY,Uruguay,Women,2005,0.580587005,0.032860250,0.268723682,0.102316647
URY,Uruguay,Women,2006,0.584812474,0.034057097,0.273117132,0.105184646
URY,Uruguay,Women,2007,0.589021201,0.035275045,0.277520785,0.108092189
URY,Uruguay,Women,2008,0.593197541,0.036520020,0.281938396,0.111041628
URY,Uruguay,Women,2009,0.597351492,0.037789429,0.286386540,0.114033528
URY,Uruguay,Women,2010,0.601469895,0.039088678,0.290846267,0.117062578
URY,Uruguay,Women,2011,0.605558528,0.040409361,0.295324644,0.120132043
URY,Uruguay,Women,2012,0.609597513,0.041758203,0.299810830,0.123238524
URY,Uruguay,Women,2013,0.613610013,0.043134626,0.304313959,0.126387997
URY,Uruguay,Women,2014,0.617615736,0.044545884,0.308852020,0.129592099
URY,Uruguay,Women,2015,0.621592892,0.046001781,0.313421449,0.132873073
URY,Uruguay,Women,2016,0.625523933,0.047499509,0.318004323,0.136199955
BMU,Bermuda,Women,2000,0.686975445,0.061882888,0.374452235,0.165268188
BMU,Bermuda,Women,2001,0.689910644,0.063303342,0.377957414,0.168119390
BMU,Bermuda,Women,2002,0.692841144,0.064747527,0.381487522,0.171011011
BMU,Bermuda,Women,2003,0.695757779,0.066211370,0.385018875,0.173942144
BMU,Bermuda,Women,2004,0.698664557,0.067695424,0.388540238,0.176902292
BMU,Bermuda,Women,2005,0.701552968,0.069198789,0.392059642,0.179900485
BMU,Bermuda,Women,2006,0.704431403,0.070729671,0.395599292,0.182940039
BMU,Bermuda,Women,2007,0.707294763,0.072278497,0.399142823,0.186010302
BMU,Bermuda,Women,2008,0.710126086,0.073839429,0.402680662,0.189112199
BMU,Bermuda,Women,2009,0.712953984,0.075430412,0.406235503,0.192254666
BMU,Bermuda,Women,2010,0.715762439,0.077049553,0.409820352,0.195440467
BMU,Bermuda,Women,2011,0.718563500,0.078696435,0.413437125,0.198669797
BMU,Bermuda,Women,2012,0.721335632,0.080374812,0.417067435,0.201956598
BMU,Bermuda,Women,2013,0.724086404,0.082071190,0.420696268,0.205267299
BMU,Bermuda,Women,2014,0.726818480,0.083799479,0.424340298,0.208616533
BMU,Bermuda,Women,2015,0.729524151,0.085565993,0.428008404,0.212018840
BMU,Bermuda,Women,2016,0.732199242,0.087370894,0.431687502,0.215458493
CAN,Canada,Women,2000,0.513304245,0.026425482,0.217883010,0.079012471
CAN,Canada,Women,2001,0.519695027,0.027946209,0.223559502,0.082473535
CAN,Canada,Women,2002,0.525902444,0.029485507,0.229160688,0.085931241
CAN,Canada,Women,2003,0.531927133,0.031043570,0.234693523,0.089392120
CAN,Canada,Women,2004,0.537777613,0.032614324,0.240145759,0.092843028
CAN,Canada,Women,2005,0.543465923,0.034203587,0.245524233,0.096288203
CAN,Canada,Women,2006,0.549030362,0.035811127,0.250863887,0.099752025
CAN,Canada,Women,2007,0.554496808,0.037443405,0.256162065,0.103229040
CAN,Canada,Women,2008,0.559865681,0.039100764,0.261436154,0.106734346
CAN,Canada,Women,2009,0.565168081,0.040784456,0.266716604,0.110269176
CAN,Canada,Women,2010,0.570405160,0.042497745,0.271990298,0.113829355
CAN,Canada,Women,2011,0.575614253,0.044258010,0.277293510,0.117447400
CAN,Canada,Women,2012,0.580788585,0.046063511,0.282629993,0.121128370
CAN,Canada,Women,2013,0.585937122,0.047919470,0.288000943,0.124876522
CAN,Canada,Women,2014,0.591074314,0.049828097,0.293443484,0.128707963
CAN,Canada,Women,2015,0.596181538,0.051780396,0.298919895,0.132599665
CAN,Canada,Women,2016,0.601263427,0.053791201,0.304442413,0.136568580
USA,United States of America,Women,2000,0.551642521,0.055962270,0.278757092,0.128426060
USA,United States of America,Women,2001,0.558922207,0.058681310,0.285879569,0.133530848
USA,United States of America,Women,2002,0.565950760,0.061407962,0.292857521,0.138585551
USA,United States of America,Women,2003,0.572746682,0.064134351,0.299708733,0.143604193
USA,United States of America,Women,2004,0.579312518,0.066846809,0.306411742,0.148563632
USA,United States of America,Women,2005,0.585671318,0.069561412,0.312997336,0.153478688
USA,United States of America,Women,2006,0.591845791,0.072276162,0.319473783,0.158363284
USA,United States of America,Women,2007,0.597872724,0.075010580,0.325862886,0.163233839
USA,United States of America,Women,2008,0.603748788,0.077756419,0.332174564,0.168090533
USA,United States of America,Women,2009,0.609510904,0.080510452,0.338432130,0.172940126
USA,United States of America,Women,2010,0.615174121,0.083282066,0.344648011,0.177796458
USA,United States of America,Women,2011,0.620772238,0.086100713,0.350848165,0.182683380
USA,United States of America,Women,2012,0.626290851,0.088955913,0.357014794,0.187592931
USA,United States of America,Women,2013,0.631741658,0.091849718,0.363170379,0.192545420
USA,United States of America,Women,2014,0.637132425,0.094778033,0.369330012,0.197537616
USA,United States of America,Women,2015,0.642460617,0.097732339,0.375474907,0.202552575
USA,United States of America,Women,2016,0.647745901,0.100732078,0.381627333,0.207616313
